1744198557.151577265	0	44	44	0	1443	1443
1744198558.426610077	44	401	357	1443	3035	1592
1744198562.300691173	804	813	9	7325	7333	8
1744198565.679805873	1021	1023	2	8094	8101	7
1744198569.614845888	1023	1025	2	8101	8108	7
1744198573.095040858	1147	1147	0	8461	8483	22
1744198576.931468397	1220	1220	0	8829	8832	3
1744198580.551020967	1346	1346	0	9167	9171	4
1744198584.499376296	1394	1395	1	9332	9335	3
1744198588.322403556	1426	1426	0	9877	9880	3
1744198592.278342756	1426	1423	-3	9880	9901	21
1744198595.966564216	1527	1528	1	10439	10441	2
1744198600.102387097	1528	1528	0	10441	10444	3
1744198604.229386607	1691	1690	-1	11226	11228	2
1744198607.757454557	1691	1693	2	11237	11236	-1
1744198612.110074066	1710	1711	1	11276	11277	1
1744198616.467077697	1794	1795	1	11576	11580	4
1744198620.586419752	1864	1865	1	12165	12169	4
1744198758.251507655	0	67	67	0	1573	1573
1744198759.281683958	67	392	325	1573	3043	1470
1744198762.965706413	795	813	18	7333	7332	-1
1744198766.486678253	1039	1041	2	8075	8082	7
1744198770.539208468	1041	1041	0	8082	8098	16
1744198774.288192351	1300	1302	2	8860	8865	5
1744198777.918880552	1302	1300	-2	8865	8873	8
1744198781.649333666	1364	1365	1	9218	9219	1
1744198785.579760803	1411	1411	0	9523	9525	2
1744198789.935937050	1426	1426	0	9722	9724	2
1744198794.123622465	1438	1438	0	9728	9728	0
1744198799.008499136	1449	1449	0	9742	9743	1
1744198803.334852649	1456	1456	0	10042	10042	0
1744198807.448935211	1467	1467	0	10225	10226	1
1744198811.712409495	1536	1536	0	10407	10407	0
1744198816.304691278	1626	1625	-1	10795	10797	2
1744198820.550666327	1685	1685	0	11144	11146	2
1744198824.970022934	1766	1766	0	11644	11647	3
1744198829.690919291	1808	1808	0	11757	11769	12
1744198834.713044313	1829	1828	-1	11841	11843	2
1744198839.486820887	1910	1909	-1	12294	12295	1
1744198844.208380900	2008	2008	0	13064	13066	2
1744198849.255168228	2079	2079	0	13468	13475	7
1744199272.441034300	469	513	44	5785	7691	1906
1744199273.821023111	502	991	489	7869	11754	3885
1744199277.552026516	1029	1052	23	11837	11931	94
1744199281.347025411	1052	1093	41	11931	12073	142
1744199285.025024192	1177	1192	15	12266	12304	38
1744199288.160063172	1181	1213	32	12436	12541	105
1744199291.919044418	1235	1233	-2	12607	12655	48
1744199295.828918095	1265	1291	26	12742	12870	128
1744199299.255032219	1324	1345	21	12918	12999	81
1744199302.741043418	1368	1393	25	13092	13225	133
1744199306.475042485	1432	1459	27	13248	13320	72
1744199309.976051616	1483	1502	19	13414	13583	169
1744199313.698030372	1493	1508	15	13651	13741	90
1744199317.225931069	1508	1526	18	13741	13896	155
1744199320.412050667	1555	1571	16	14078	14163	85
1744199323.696062769	1592	1624	32	14273	14448	175
1744199327.701819396	1637	1658	21	14521	14592	71
1744199331.129031802	1679	1694	15	14709	14850	141
1744199334.184675068	1713	1726	13	14928	14983	55
1744199337.593039196	1750	1757	7	15072	15134	62
1744199340.853032069	1783	1787	4	15182	15211	29
1744199343.943059713	1815	1826	11	15274	15347	73
1744199347.287039843	1840	1845	5	15373	15404	31
1744199350.385029504	1857	1869	12	15493	15547	54
1744199353.815049849	1869	1892	23	15547	15611	64
1744199356.991026987	1934	1953	19	15730	15762	32
1744199360.127035363	1969	1982	13	15822	15838	16
1744199363.282025344	2013	2024	11	15906	15919	13
1744199366.444040136	2047	2046	-1	15936	15963	27
1744199369.750035497	2058	2060	2	15980	15992	12
1744199373.445574518	2066	2073	7	16001	16015	14
1744199376.678054740	2077	2075	-2	16027	16046	19
1744199379.888032462	2075	2083	8	16046	16058	12
1744199383.429024980	2102	2104	2	16063	16079	16
1744199386.824054950	2115	2123	8	16083	16097	14
1744199390.407025128	2134	2140	6	16105	16142	37
1744199393.921037189	2152	2158	6	16144	16157	13
1744199397.154035893	2162	2174	12	16169	16168	-1
1744199400.553120967	2182	2185	3	16179	16191	12
1744199403.776049000	2186	2190	4	16205	16216	11
1744199407.884057849	2179	2185	6	16241	16249	8
1744199411.948035839	2185	2184	-1	16262	16304	42
1744199415.562027771	2190	2195	5	16318	16332	14
1744199419.041592092	2220	2229	9	16324	16333	9
1744199422.411081380	2234	2234	0	16354	16374	20
1744199425.685525250	2238	2244	6	16385	16412	27
1744199428.886049370	2256	2262	6	16435	16442	7
1744199432.169057612	2272	2277	5	16447	16447	0
1744199435.579023190	2280	2284	4	16460	16474	14
1744199439.511048409	2294	2297	3	16473	16496	23
1744199442.955045529	2308	2312	4	16525	16523	-2
1744199446.662553510	2317	2319	2	16530	16534	4
1744199450.031043465	2317	2315	-2	16546	16551	5
1744199453.218064386	2318	2319	1	16554	16556	2
1744199456.453035683	2322	2327	5	16565	16570	5
1744199460.049028239	2328	2328	0	16578	16586	8
1744199463.735033887	2330	2329	-1	16587	16596	9
1744199467.232067233	2329	2329	0	16596	16604	8
1744199471.444043040	2330	2329	-1	16609	16639	30
1744199474.995044461	2332	2332	0	16640	16649	9
1744199479.094026427	2332	2333	1	16649	16651	2
1744199482.682022045	2329	2329	0	16665	16702	37
1744199486.284999517	2332	2330	-2	16701	16713	12
1744199489.652026270	2328	2324	-4	16718	16751	33
1744199493.403027609	2316	2319	3	16764	16779	15
1744199496.869045176	2314	2318	4	16786	16793	7
1744199500.810038199	2313	2313	0	16803	16808	5
1744199504.596047203	2311	2313	2	16812	16815	3
1744199508.619031733	2317	2322	5	16812	16808	-4
1744199512.776051206	2322	2321	-1	16809	16810	1
1744199517.070037874	2323	2325	2	16809	16810	1
1744199521.582038734	2327	2328	1	16809	16813	4
1744199525.087757993	2336	2337	1	16807	16821	14
1744199528.650036297	2329	2327	-2	16829	16832	3
1744199532.331044029	2305	2309	4	16854	16851	-3
1744199535.987041639	2331	2328	-3	16830	16841	11
1744199539.752044890	2347	2360	13	16822	16813	-9
1744199543.641039015	2360	2356	-4	16813	16817	4
1744199547.105061018	2340	2335	-5	16834	16839	5
1744199550.933021342	2330	2331	1	16844	16844	0
1744199554.488096282	2331	2332	1	16844	16846	2
1744199558.358040558	2321	2323	2	16859	16858	-1
1744199561.784051739	2313	2313	0	16872	16872	0
1744199565.003131716	2310	2306	-4	16875	16883	8
1744199568.113035105	2304	2301	-3	16886	16889	3
1744199571.325061065	2302	2303	1	16888	16887	-1
1744199574.611030578	2309	2308	-1	16881	16882	1
1744199577.749086510	2317	2316	-1	16873	16875	2
1744199580.974040305	2325	2326	1	16866	16866	0
1744199584.208032123	2331	2331	0	16880	16880	0
1744199587.410049672	2330	2333	3	16881	16879	-2
1744199590.953644916	2341	2342	1	16871	16890	19
1744199594.159029415	2342	2341	-1	16890	16891	1
1744199597.541047626	2356	2358	2	16876	16876	0
1744199600.594045980	2353	2358	5	16881	16876	-5
1744199603.391052264	2358	2364	6	16876	16871	-5
1744199606.696051867	2364	2365	1	16871	16870	-1
1744199609.708038285	2353	2352	-1	16882	16883	1
1744199612.885528232	2352	2356	4	16883	16896	13
1744199616.174037784	2353	2342	-11	16923	16934	11
1744199619.272044384	2340	2338	-2	16936	16938	2
1744199622.809567111	2339	2339	0	16937	16937	0
1744199626.363980337	2343	2339	-4	16933	16947	14
1744199630.236039743	2318	2312	-6	16968	16974	6
1744199633.944037457	2313	2310	-3	16974	16977	3
1744199636.982058704	2316	2318	2	16971	16969	-2
1744199640.089190698	2319	2321	2	16992	16990	-2
1744199643.799037801	2323	2325	2	16988	16986	-2
1744199647.317620945	2331	2331	0	16980	16980	0
1744199651.272087999	2337	2341	4	16998	16996	-2
1744199655.193058098	2341	2344	3	16996	16995	-1
1744199658.702032781	2349	2348	-1	16990	16991	1
1744199662.626045741	2345	2345	0	16994	16995	1
1744199667.132026419	2350	2347	-3	16990	16993	3
1744199671.162046788	2349	2349	0	16992	16992	0
1745064597.838327455	0	0	0	0	0	0
1745064600.757568077	526	813	287	4356	7274	2918
1745064603.845338946	813	813	0	7274	7297	23
1745064608.041919030	812	819	7	7328	7383	55
1745064611.832899411	1164	1184	20	8555	8701	146
