0.000000000	3021	3021	0	19043	19043	0
0.000000000	5175	5175	0	37559	37559	0
0.000000000	5175	5175	0	37559	37559	0
0.000000000	5175	5175	0	37559	37559	0
0.000000000	5177	5177	0	37565	37565	0
0.000000000	5172	5172	0	37586	37586	0
0.000000000	5174	5174	0	37601	37601	0
0.000000000	5164	5164	0	37622	37622	0
0.000000000	5157	5157	0	37640	37640	0
0.000000000	5148	5148	0	37653	37653	0
0.000000000	5146	5146	0	37660	37660	0
0.000000000	5142	5142	0	37677	37677	0
0.000000000	5140	5140	0	37682	37682	0
0.000000000	5138	5138	0	37719	37719	0
0.000000000	5135	5135	0	37751	37751	0
0.000000000	5126	5126	0	37792	37792	0
0.000000000	5128	5128	0	37832	37832	0
0.000000000	5126	5126	0	37850	37850	0
0.000000000	5120	5120	0	37884	37884	0
0.000000000	5166	5166	0	39033	39033	0
0.000000000	5132	5132	0	38849	38849	0
0.000000000	5171	5171	0	39028	39028	0
0.000000000	5132	5132	0	38854	38854	0
0.000000000	5142	5142	0	38852	38852	0
0.000000000	5186	5186	0	39128	39128	0
0.000000000	5147	5147	0	39039	39039	0
0.000000000	5204	5204	0	39545	39545	0
0.000000000	5204	5204	0	39545	39545	0
0.000000000	5204	5204	0	39545	39545	0
0.000000000	5204	5204	0	39545	39545	0
0.000000000	5203	5203	0	39546	39546	0
0.000000000	5155	5155	0	39284	39284	0
0.000000000	5203	5203	0	39546	39546	0
0.000000000	5161	5161	0	39313	39313	0
0.000000000	5202	5202	0	39551	39551	0
0.000000000	5170	5170	0	39321	39321	0
0.000000000	5203	5203	0	39555	39555	0
0.000000000	5203	5203	0	39555	39555	0
0.000000000	5173	5173	0	39328	39328	0
0.000000000	5205	5205	0	39557	39557	0
0.000000000	5205	5205	0	39557	39557	0
0.000000000	5178	5178	0	39332	39332	0
0.000000000	5204	5204	0	39564	39564	0
0.000000000	5204	5204	0	39564	39564	0
0.000000000	5180	5180	0	39339	39339	0
0.000000000	5206	5206	0	39566	39566	0
0.000000000	5206	5206	0	39566	39566	0
0.000000000	5178	5178	0	39344	39344	0
0.000000000	5198	5198	0	39579	39579	0
0.000000000	5198	5198	0	39579	39579	0
0.000000000	5180	5180	0	39367	39367	0
0.000000000	5203	5203	0	39604	39604	0
0.000000000	5203	5203	0	39604	39604	0
0.000000000	5177	5177	0	39387	39387	0
0.000000000	5199	5199	0	39625	39625	0
